,unlevered_ret,static_ret,static_equity,dyn_leverage,dyn_ret,dyn_equity,dyn_peak_equity,dyn_target_notional,dyn_notional_held,dyn_notional_capped,dyn_drawdown
2021-05-31,0.0004399391412979181,0.013198174238937543,5880630.446929559,30.0,0.013198174238937543,6475568.964475575,6475568.964475575,191736497.23578578,191736497.23578578,False,0.0
2021-06-01,0.0008242600552792467,0.024727801658377402,6026045.510247449,30.0,0.024727801658377402,6635695.549454271,6635695.549454271,194267068.93426725,194267068.93426725,False,0.0
2021-06-02,0.0012258277987007293,0.03677483396102188,6247652.333328361,30.0,0.03677483396102188,6879722.151501344,6879722.151501344,199070866.48362812,199070866.48362812,False,0.0
2021-06-03,0.0060451168033717195,0.18135350410115159,7380685.976383195,30.0,0.18135350410115159,8127383.870918426,8127383.870918426,206391664.5450403,206391664.5450403,False,0.0
2021-06-04,0.0020580086986274893,0.06174026095882468,7836371.454620231,30.0,0.06174026095882468,8629170.672021473,8629170.672021473,243821516.12755278,243821516.12755278,False,0.0
2021-06-07,-0.0006117763241043628,-0.018353289723130883,7692548.258935514,30.0,-0.018353289723130883,8470797.002607519,8629170.672021473,258875120.16064417,258875120.16064417,False,-0.018353289723130883
2021-06-08,0.0022596454469916427,0.06778936340974928,8214021.208407528,30.560892921994952,0.06905678254718502,9055762.989217933,9055762.989217933,258875120.16064417,258875120.16064417,False,0.0
2021-06-09,-2.005475547806057e-05,-0.0006016426643418171,8209079.3028027415,30.0,-0.0006016426643418171,9050314.655845452,9055762.989217933,271672889.676538,271672889.676538,False,-0.0006016426643418171
2021-06-10,-0.00023918131004174725,-0.007175439301252418,8150175.552546312,30.018060145684423,-0.007179758950556762,8985335.57818979,9055762.989217933,271672889.676538,271672889.676538,False,-0.007777081965594235
2021-06-11,0.0021561943294923225,0.06468582988476967,8677376.421869332,30.235141171129186,0.0651928399445886,9571115.122387135,9571115.122387135,271672889.676538,271672889.676538,False,0.0
2021-06-14,0.0006530067364149961,0.019590202092449882,8847367.979606012,30.0,0.019590202092449882,9758615.201884802,9758615.201884802,287133453.67161405,287133453.67161405,False,0.0
2021-06-15,0.0010769550930351812,0.03230865279105544,9133214.519773804,30.0,0.03230865279105544,10073902.912164014,10073902.912164014,292758456.05654407,292758456.05654407,False,0.0
2021-06-16,0.0006237157023876172,0.018711471071628516,9304110.399051528,30.000000000000004,0.01871147107162852,10262400.455083365,10262400.455083365,302217087.36492044,302217087.36492044,False,0.0
2021-06-17,0.0011763271597500236,0.03528981479250071,9632450.731843038,30.0,0.03528981479250071,10624558.666469732,10624558.666469732,307872013.6525009,307872013.6525009,False,0.0
2021-06-18,0.0013277246479679317,0.03983173943903795,10016127.99955318,30.0,0.03983173943903795,11047753.318927327,11047753.318927327,318736759.994092,318736759.994092,False,0.0
2021-06-21,-0.0027182507793656052,-0.08154752338096816,9199337.567322847,30.0,-0.08154752338096816,10146836.396844933,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.08154752338096816
2021-06-22,0.001741589092193685,0.05224767276581055,9679981.546202559,32.66363885307896,0.05688663713787616,10724055.797049645,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.029299850615157608
2021-06-23,-0.001082434053366832,-0.03247302160100496,9365643.296355395,30.90552733407095,-0.03345319522365784,10365301.864881543,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.061772872216162567
2021-06-24,-0.0018708920669228135,-0.056126762007684405,8839980.064011991,31.975199939978545,-0.05982214790597668,9745227.243630504,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.11789963422384697
2021-06-25,0.0004997046661721072,0.014991139985163215,8972501.442617645,34.00973535885935,0.016994823454100524,9910845.660156094,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.10290849423868387
2021-06-28,0.0007436092792398874,0.022308278377196622,9172662.502539359,33.44140459176516,0.024867338765251955,10157302.016637323,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.08060021586148713
2021-06-29,-0.0005882034874774567,-0.0176461046243237,9010800.74033594,32.629983732387224,-0.019193070227722844,9962352.205707813,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.09824632048581083
2021-06-30,0.0020233125029647248,0.06069937508894174,9557750.714325305,33.2685085534247,0.06731258931113308,10632943.928303484,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.03754694539686909
2021-07-01,-0.0016993890746838103,-0.05098167224051431,9070480.60005103,31.17035148521665,-0.052970554768031454,10069710.989603877,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.08852861763738329
2021-07-02,-9.733489737162593e-05,-0.002920046921148778,9043994.371101512,32.91381449874737,-0.0032036627563443087,10037451.031539332,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.09144866455853207
2021-07-05,-0.0004021169846998296,-0.012063509540994888,8934892.058717025,33.019598155587886,-0.013277741246325055,9904176.353969894,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.10351217409952695
2021-07-06,0.0005199561053335078,0.015598683160005233,9074264.609009799,33.46392347254314,0.01739977131796208,10076506.757621739,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.08791349093952172
2021-07-07,0.001077451689257547,0.03232355067772641,9367577.060962224,32.8916168608857,0.03543912814917331,10433609.371901106,11047753.318927327,331432599.56781983,331432599.5678199,False,-0.05558994026179531
2021-07-08,-0.0011267630123703576,-0.03380289037111073,9050925.880527588,31.765862392778995,-0.03579259880022992,10060163.37761433,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.08939283063290604
2021-07-09,0.0018404592678498144,0.05521377803549443,9550661.69311075,32.94505139999186,0.060634025178903525,10670151.57715648,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.03417905259741172
2021-07-12,0.0007076851583305288,0.021230554749915864,9753427.539084261,31.061658044050418,0.021981874390912565,10904701.508857531,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.012948497847495855
2021-07-13,-0.0026411483732970975,-0.07923445119891293,8980620.060716555,30.393550827467216,-0.08027387732668768,10029338.837651355,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.09218294904640889
2021-07-14,-0.002755291728527731,-0.08265875185583194,8238293.215606279,33.04630593629778,-0.09105221340467813,9116145.337497696,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.17484170090224094
2021-07-15,0.0005786567281247379,0.017359701843742137,8381307.529530528,36.3566603314812,0.02103802611295736,9307931.041157488,11047753.318927327,331432599.56781983,331432599.5678198,False,-0.1574819990584987
2021-07-16,0.00022124173303272876,0.006637251990981863,8436936.379617935,35.60754781081882,0.007877875586711304,9381257.763869414,11047753.318927327,331432599.56781983,331432599.5678199,False,-0.15084474706751694
2021-07-19,0.0004225969719944267,0.0126779091598328,8543899.09262602,35.32922854377646,0.014930025005499,9521320.176867016,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.13816683790768414
2021-07-20,0.0005518204372341184,0.016554613117023553,8685340.036615333,34.809521517096755,0.019208605383474787,9704211.45887417,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.1216122247906607
2021-07-21,0.0009861489576230564,0.029584468728691693,8942291.207326634,34.15348078227789,0.03368041947264243,10031053.371460274,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.09202775606196911
2021-07-22,0.0022230801091276398,0.06669240327382919,9538674.098717678,33.040657575483664,0.0734520286485552,10767854.59107596,11047753.318927327,331432599.56781983,331432599.56781983,False,-0.02533535278813981
