,unlevered_ret,static_ret,static_equity,dyn_leverage,dyn_ret,dyn_equity,dyn_peak_equity,dyn_target_notional,dyn_notional_held,dyn_notional_capped,dyn_drawdown
2026-01-01,-0.0005915710000000685,-0.017747130000002054,9822528.699999979,30.0,-0.017747130000002054,9822528.699999979,10000000.0,300000000.0,300000000.0,False,0.0
2026-01-02,0.0010194630847966124,0.030583892543898372,10122939.862270137,30.542033437886584,0.031136475624549142,10128367.625438962,10128367.625438962,300000000.0,300000000.0,False,0.0
2026-01-05,0.0007962777592724901,0.023888332778174703,10364760.018393496,30.0,0.023888332778174703,10370317.44177514,10370317.44177514,303851028.7631689,303851028.7631689,False,0.0
2026-01-06,0.0009594617080992407,0.02878385124297722,10663097.728932092,30.0,0.02878385124297722,10668815.116361648,10668815.116361648,311109523.2532542,311109523.2532542,False,0.0
2026-01-07,-0.0010204727334334196,-0.030614182003002588,10336655.714342762,30.0,-0.030614182003002588,10342198.068632968,10668815.116361648,320064453.49084944,320064453.49084944,False,-0.030614182003002477
2026-01-08,0.00014847050088473424,0.004454115026542027,10382696.367884208,30.947430262583975,0.004594780472181225,10389718.198358154,10668815.116361648,320064453.49084944,320064453.49084944,False,-0.02616006697646045
2026-01-09,0.0021484714625239487,0.06445414387571846,11051904.173397716,30.805883988405764,0.06618556262691323,11077367.542851567,11077367.542851567,320064453.49084944,320064453.49084944,False,0.0
2026-01-12,0.00016179091689583203,0.004853727506874961,11105547.10468748,30.0,0.004853727506874961,11131134.06639807,11131134.06639807,332321026.285547,332321026.285547,False,0.0
2026-01-13,0.0006615404965324423,0.01984621489597327,11325950.179064464,29.999999999999996,0.019846214895973265,11352044.945115695,11352044.945115695,333934021.99194205,333934021.99194205,False,0.0
2026-01-14,-0.0019070853037921331,-0.057212559113763994,10677963.584925191,30.0,-0.057212559113763994,10702565.402631158,11352044.945115695,340561348.35347086,340561348.35347086,False,-0.05721255911376388
2026-01-15,-0.0009999702735350446,-0.02999910820605134,10357634.199920744,31.82053419358185,-0.031819588281587284,10362014.177962674,11352044.945115695,340561348.35347086,340561348.35347086,False,-0.08721166731981533
2026-01-16,-0.000745208725720925,-0.02235626177162775,10126076.218412552,32.86632719319733,-0.024492273806769566,10108224.889526384,11352044.945115695,340561348.35347086,340561348.35347086,False,-0.10956792909144308
2026-01-19,-0.000663345923554215,-0.01990037770662645,9924563.476980055,33.69150885298791,-0.022349125056020273,9882314.907375982,11352044.945115695,340561348.35347086,340561348.35347086,False,-0.12946830679806953
2026-01-20,0.0036460081485780726,0.10938024445734218,11010114.656224543,34.46169764325988,0.12564763042115928,11124004.358563473,11352044.945115695,340561348.35347086,340561348.35347086,False,-0.020088062340727242
2026-01-21,-0.0022498144312218527,-0.06749443293665558,10266993.210935107,30.61499594714741,-0.06887805969369078,10357804.522321463,11352044.945115695,340561348.35347086,340561348.35347086,False,-0.08758249527738271
2026-01-22,0.0012228660873678798,0.036685982621036395,10643647.945441771,32.879684842434344,0.04020745155715667,10774265.445891201,11352044.945115695,340561348.35347086,340561348.3534709,False,-0.050896512656346315
2026-01-23,0.0018185679791677956,0.05455703937503387,11224333.865495237,31.608776492818354,0.05748270879051119,11393599.408949032,11393599.408949032,340561348.35347086,340561348.35347086,False,0.0
2026-01-26,0.007255246759893419,0.21765740279680257,13667393.222783126,30.000000000000004,0.2176574027968026,13873500.664808063,13873500.664808063,341807982.268471,341807982.268471,False,0.0
2026-01-27,0.010192372414599138,0.30577117243797414,17846488.072684344,30.0,0.30577117243797414,18115617.22890544,18115617.22890544,416205019.9442419,416205019.9442419,False,0.0
2026-01-28,-0.003726203068965428,-0.11178609206896284,15851498.913883606,30.0,-0.11178609206896284,16090543.173468927,18115617.22890544,543468516.8671632,543468516.8671632,False,-0.11178609206896284
