,unlevered_ret,static_ret,static_equity,dyn_leverage,dyn_ret,dyn_equity,dyn_peak_equity,dyn_target_notional,dyn_notional_held,dyn_notional_capped,dyn_drawdown
2025-01-01,0.001985904450133802,0.05957713350401406,1059577.133504014,30.0,0.05957713350401406,1059577.133504014,1059577.133504014,30000000.0,30000000.0,False,0.0
2025-01-02,0.0007632513831012933,0.022897541493038798,1083838.8448834973,30.0,0.022897541493038798,1083838.8448834973,1083838.8448834973,31787314.00512042,31787314.00512042,False,0.0
2025-01-03,-0.0035737468686172225,-0.10721240605851667,967637.874543854,30.0,-0.10721240605851667,967637.8745438542,1083838.8448834973,32515165.34650492,32515165.34650492,False,-0.10721240605851667
2025-01-06,-0.0010848275103146898,-0.032544825309440695,936146.2689540258,33.60261746868126,-0.0364530438486064,932364.5286735347,1083838.8448834973,32515165.34650492,32515165.34650492,False,-0.13975723136795737
2025-01-07,0.001777891529306297,0.05333674587918891,986077.2646069776,34.873876414800876,0.06200196947194913,990172.9657170795,1083838.8448834973,32515165.34650492,32515165.34650492,False,-0.08642048548876846
2025-01-08,0.0026774239676847778,0.08032271903054333,1065281.6716744103,32.837864163416704,0.08792088455870893,1077229.8487290454,1083838.8448834973,32515165.34650492,32515165.34650492,False,-0.006097766458225018
2025-01-09,0.0024997668127972883,0.07499300438391865,1145170.3447483976,30.18405532010414,0.07545309976483376,1158510.1799748547,1158510.1799748547,32515165.34650492,32515165.34650492,False,0.0
2025-01-10,-0.0021273499923293304,-0.06382049976987991,1072085.0010249093,30.0,-0.06382049976987991,1084573.4813003659,1158510.1799748547,34755305.39924564,34755305.39924564,False,-0.06382049976987991
2025-01-13,0.001116313841658334,0.03348941524975002,1107988.500807261,32.045136635256135,0.03577242958376899,1123371.3097886064,1158510.1799748547,34755305.39924564,34755305.39924564,False,-0.030331084520130003
2025-01-14,0.0023393386344436884,0.07018015903331065,1185747.3100009942,30.93839507596631,0.07237538288889035,1204675.738460951,1204675.738460951,34755305.39924564,34755305.39924564,False,0.0
2025-01-15,-0.002240967155058171,-0.06722901465174513,1106030.68672367,30.0,-0.06722901465174513,1123686.5755893579,1204675.738460951,36140272.15382853,36140272.15382853,False,-0.06722901465174513
2025-01-16,0.000586221104247997,0.01758663312743991,1125482.0426387696,32.16223539457474,0.01885418114809162,1144872.7658391984,1204675.738460951,36140272.15382853,36140272.15382853,False,-0.049642381524305224
2025-01-17,0.0010688515380727903,0.03206554614218371,1161571.2390092022,31.567064246949315,0.033740505172794366,1183501.3513171873,1204675.738460951,36140272.15382853,36140272.15382853,False,-0.017576835382121403
2025-01-20,8.45473509949457e-05,0.002536420529848371,1164517.4721467064,30.536739238705497,0.0025818004106559645,1186556.91559203,1204675.738460951,36140272.15382853,36140272.15382853,False,-0.015040414852273032
2025-01-21,-0.0025729837763359686,-0.07718951329007906,1074628.9352539089,30.4581024971705,-0.07836820358319775,1093568.5816678626,1204675.738460951,36140272.15382853,36140272.15382853,False,-0.09222992814235209
2025-01-22,4.183645268396319e-05,0.0012550935805188956,1075977.695131986,33.04801615524559,0.0013826117641777833,1095080.5624538118,1204675.738460951,36140272.15382853,36140272.15382853,False,-0.0909748345618332
2025-01-23,3.9087212937882754e-05,0.0011726163881364826,1077239.404210567,33.00238666719359,0.0012899713151189385,1096493.1849671213,1204675.738460951,36140272.15382853,36140272.15382853,False,-0.08980221817369682
2025-01-24,0.00034610943442370257,0.010383283032711077,1088424.6858384744,32.95986938114185,0.011407721750186117,1109001.6741222015,1204675.738460951,36140272.15382853,36140272.15382853,False,-0.07941893514098586
2025-01-27,-0.0003654650704810747,-0.01096395211443224,1076491.2497027754,32.58811325279047,-0.011909817106776313,1095793.6670122973,1204675.738460951,36140272.15382853,36140272.15382853,False,-0.0903828872554181
2025-01-28,-0.00015911599117068853,-0.004773479735120656,1071352.6405372845,32.98090985720486,-0.005247790161640282,1090043.1717873625,1204675.738460951,36140272.15382853,36140272.15382853,False,-0.09515636699053875
2025-01-29,0.0005317437693233007,0.01595231307969902,1088443.1932778978,33.1548998142603,0.017629911398771174,1109260.5363268093,1204675.738460951,36140272.15382853,36140272.15382853,False,-0.07920405391083962
2025-01-30,0.00135768371453171,0.0407305114359513,1132776.0412090865,32.58050833891824,0.04423402558291387,1158327.5952688062,1204675.738460951,36140272.15382853,36140272.15382853,False,-0.03847354247488832
2025-01-31,7.82727018660001e-05,0.002348181055980003,1135436.004449722,31.2003895110879,0.00244213878630446,1161156.392016459,1204675.738460951,36140272.15382853,36140272.15382853,False,-0.03612536141890821
2025-02-03,-0.00010196397664752332,-0.0030589192994256997,1131962.7973424478,31.124379456816747,-0.0031735655001035173,1157471.386150531,1204675.738460951,36140272.15382853,36140272.15382853,False,-0.0391842807183338
