,unlevered_ret,static35_ret,static35_equity,static35_notional,dyn_leverage,dyn_ret,dyn_equity,dyn_peak_equity,dyn_target_notional,dyn_notional_held,dyn_notional_capped,static35_drawdown,dyn_drawdown
2026-03-18,0.0007214298508522177,0.02525004477982762,29435010.15243475,1004852777.7011287,33.231243883970045,0.02397401131884618,27848542.569970243,30125820.243030824,903774607.2909247,903774607.2909245,False,-0.08824219610372153,-0.07559222137984434
2026-03-19,4.5714033879429294e-05,0.0015999911857800253,29482105.909231994,1030225355.3352163,32.45321025400757,0.0014835671530479444,27889857.75298731,30125820.243030824,903774607.2909247,903774607.2909247,False,-0.08678339165392135,-0.07422080036346135
2026-03-20,-0.0009437062788597572,-0.0330297197600915,28508320.213112723,1031873706.8231198,32.40513506004241,-0.030580929423460478,27036959.981412854,30125820.243030824,903774607.2909247,903774607.2909248,False,-0.1169466803078536,-0.10253198872925406
2026-03-23,-0.0008199947750949788,-0.028699817128324256,27690136.636360675,997791207.4589453,33.42737526379609,-0.02741027306145193,26295869.52557078,30125820.243030824,903774607.2909247,903774607.2909248,False,-0.14229014909757787,-0.12713183198210343
2026-03-24,0.0005700073445209508,0.01995025705823328,28242561.980233677,969154782.2726237,34.369451309152225,0.019590839673371975,26811027.689518142,30125820.243030824,903774607.2909247,903774607.2909248,False,-0.12517861709069555,-0.1100316116464749
2026-03-25,-0.0011594619841402976,-0.040581169444910414,27096445.78695543,988489669.3081787,33.709062470748115,-0.039084376455842854,25763135.39013299,30125820.243030824,903774607.2909247,903774607.2909245,False,-0.16067989186456888,-0.14481547117068383
2026-03-26,0.002051890761857633,0.07181617666501716,29042408.92458548,948375602.5434401,35.08014818868129,0.07198063199295193,27617582.157634746,30125820.243030824,903774607.2909247,903774607.2909247,False,-0.10040313070021345,-0.08325874831495494
2026-03-27,0.0003070046956461514,0.0107451643476153,29354474.3815308,1016484312.3604918,32.724610073843145,0.010046608955859194,27895045.20587882,30125820.243030824,903774607.2909247,903774607.2909247,False,-0.0907368144929871,-0.07404860744557029
2026-03-30,-0.00019093643211642863,-0.006682775124075002,29158305.03035361,1027406603.353578,32.39910889624427,-0.006186170256400524,27722481.706925265,30125820.243030824,903774607.2909247,903774607.2909245,False,-0.09681321589033054,-0.07977670040906304
2026-03-31,0.00018577257814711423,0.006502040235148998,29347893.502849717,1020540676.0623764,32.60078288969186,0.006056331487032385,27890378.245785594,30125820.243030824,903774607.2909247,903774607.2909247,False,-0.09094065908019466,-0.07420352306464972
